,ebin,w_0,h_0,w_1,h_1,w_2,h_2,w_3,h_3,w_4,h_4,w_5,h_5,w_6,h_6,w_7,h_7,w_8,h_8,w_9,h_9,w_10,h_10,w_11,h_11,w_12,h_12,w_13,h_13,w_14,h_14,w_15,h_15,w_16,h_16,w_17,h_17,w_18,h_18,w_19,h_19,w_20,h_20,w_21,h_21,w_22,h_22,w_23,h_23,w_24,h_24,w_25,h_25,w_26,h_26,w_27,h_27,w_28,h_28,w_29,h_29,w_30,h_30,w_31,h_31,w_32,h_32,w_33,h_33,w_34,h_34,w_35,h_35,w_36,h_36,w_37,h_37,w_38,h_38,w_39,h_39,w_40,h_40,w_41,h_41,w_42,h_42,w_43,h_43,w_44,h_44,w_45,h_45,w_46,h_46,w_47,h_47,w_48,h_48,w_49,h_49,w_50,h_50,w_51,h_51,w_52,h_52,w_53,h_53,w_54,h_54,w_55,h_55,w_56,h_56,w_57,h_57,w_58,h_58,w_59,h_59,w_60,h_60,w_61,h_61,w_62,h_62,w_63,h_63,w_64,h_64,w_65,h_65,w_66,h_66,w_67,h_67,w_68,h_68,w_69,h_69,w_70,h_70,w_71,h_71,w_72,h_72,w_73,h_73,w_74,h_74,w_75,h_75,w_76,h_76,w_77,h_77,w_78,h_78,w_79,h_79,w_80,h_80,w_81,h_81,w_82,h_82,w_83,h_83
,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1947,-7.574045181,3618,-15.76772213,4316,-24.13780594,4443,-32.53689194,4881,-41.02999878,5320,-49.60922623,5250,-58.17520905,5632,-66.81143188,5715,-75.46228027,6601,-84.25725555,6652,-93.05992889,7463,-101.9776459,7698,-110.9263611,8082,-119.9237518,9881,-129.1221161,10199,-138.3521576,10521,-147.6132812,13393,-157.1157684,11586,-166.4733276,14745,-176.071991,16045,-185.7551422,18264,-195.5678253,17923,-205.3616638,21965,-215.3588715,24879,-225.4806519,27981,-235.7199402,29035,-245.9962006,32851,-256.3959351,36988,-266.9142761,39168,-277.4898987,40893,-288.1086121,48842,-298.9049683,51422,-309.7527771,56724,-320.6987305,60900,-331.7157288,72794,-342.9111328,69623,-354.0619812,81044,-365.3647156,90193,-376.7744141,92578,-388.2102356,111346,-399.8306274,122040,-411.5427246,135573,-423.3599854,148575,-435.2688293,162300,-447.2660217,179814,-459.3656921,190353,-471.5223389,212214,-483.7876892,248134,-496.2094116,264371,-508.694519,286514,-521.2600708,306506,-533.8930664,361157,-546.6901245,374467,-559.5233765,414616,-572.4584961,461596,-585.5009155,519841,-598.6621704,543672,-611.8682861,608183,-625.1865234,660651,-638.5875244,738068,-652.0993042,784667,-665.6723022,929547,-679.4147339,1009086,-693.2393188,1105488,-707.1550903,1183121,-721.1387329,1312752,-735.2263794,1440588,-749.4069214,1572907,-763.675354,1762407,-778.0575562,1872242,-792.5001831,2166627
,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,-6.011267185,3589,-14.1968956,3279,-22.29219055,5208,-30.85014153,4632,-39.29088593,5201,-47.84749222,4950,-56.35463715,5932,-65.04275513,5896,-73.72478485,6677,-82.53121185,6509,-91.31214905,7202,-100.1942596,8299,-109.2181473,8697,-118.2888794,8911,-127.3839188,10797,-136.6709442,10880,-145.9656219,11891,-155.3491516,12256,-164.7629242,14380,-174.3365173,16198,-184.0291595,19468,-193.9056854,16704,-203.6290894,21706,-213.6144409,26069,-223.7829437,29290,-234.0679474,27478,-244.289093,32831,-254.6882172,37071,-265.2088013,38481,-275.7667236,41524,-286.4007568,49012,-297.200592,49546,-308.011261,60085,-319.0147705,60728,-330.0289307,70518,-341.1925659,69301,-352.3387756,82479,-363.6590881,88197,-375.0464172,95308,-386.5112915,109921,-398.1188049,122109,-409.8314819,134701,-421.6423035,150023,-433.5608521,162577,-445.5597534,177135,-457.6444092,189677,-469.7974854,213069,-482.066864,249863,-494.4955444,265292,-506.9841309,286229,-519.5487061,301457,-532.1651001,363906,-544.9697266,377787,-557.8118286,414932,-570.7476807,465665,-583.7988892,514985,-596.9508057,550865,-610.1700439,601599,-623.477417,662770,-636.8815918,736989,-650.3919067,782559,-663.9622192,929828,-677.7049561,1016127,-691.536438,1079082,-705.4280396,1199504,-719.4254761,1320784,-733.5192261,1435413,-747.696167,1583211,-761.9711304,1747215,-776.3446655,1872816,-790.7875977,2157636
,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,-4.110873699,3882,-12.37497902,3579,-20.55781746,5066,-29.08812332,4745,-37.55297089,5195,-46.10842133,5246,-54.6736412,5919,-63.35956573,5890,-72.04057312,6187,-80.77078247,6672,-89.57645416,7505,-98.49977875,8343,-107.5289612,8219,-116.5431671,9200,-125.6701279,10907,-134.9672852,10868,-144.2608643,12329,-153.6805725,11258,-163.0093994,14571,-172.5961914,15865,-182.2680664,19813,-192.1621552,17890,-201.9541473,21934,-211.9499359,26121,-222.1204376,25343,-232.2606964,30585,-242.5889587,32397,-252.9747772,37994,-263.5199585,39399,-274.1014404,40003,-284.6981506,47633,-295.4694214,48383,-306.2563171,61751,-317.2871704,61864,-328.3198547,68857,-339.4596558,71122,-350.6318054,80511,-361.927948,89629,-373.3313904,94186,-384.7844238,113597,-396.4248352,118157,-408.1046143,138071,-419.9401245,150670,-431.8629761,159472,-443.8425903,173784,-455.9081726,192494,-468.0759888,217139,-480.3642883,245846,-492.7767334,265527,-505.2662048,285056,-517.8266602,304853,-530.4542236,358608,-543.2442017,382844,-556.0996094,412672,-569.0300293,474546,-582.1001587,503554,-595.2296143,554963,-608.4562988,596758,-621.7555542,675067,-635.1781006,727538,-648.6755371,777635,-662.239563,936072,-675.9890137,1023604,-689.8278809,1076030,-703.7166748,1195048,-717.7103882,1314337,-731.7992554,1448132,-745.9850464,1562222,-760.2466431,1764936,-774.630249,1888384,-789.0814819,2119967
,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-2.197224617,4371,-10.57997131,3984,-18.87001419,4868,-27.36045265,4813,-35.83952713,5294,-44.41385651,5019,-52.93484116,5660,-61.57601929,5488,-70.18634033,6801,-79.01116943,6870,-87.84608459,7936,-96.82524872,7171,-105.7030487,10121,-114.925415,8539,-123.9778137,10763,-133.2616882,10647,-142.534729,11933,-151.9217987,11063,-161.2331543,15265,-170.8664703,16655,-180.5869293,18792,-190.4281158,17762,-200.2129364,21464,-210.1870728,25761,-220.343689,27959,-230.5821838,28376,-240.8354797,35023,-251.2992401,36570,-261.8062134,37750,-272.3449402,42355,-282.9987793,46004,-293.73526,50206,-304.5591431,61127,-315.5798645,60777,-326.5948181,70631,-337.7600403,70273,-348.9201965,81293,-360.2260132,89475,-371.6277161,94282,-383.0817566,109024,-394.6810913,121992,-406.3927917,137565,-418.2246399,146770,-430.1212769,166380,-442.1433105,168598,-454.1785889,195630,-466.3625793,214127,-478.6369019,247868,-491.0575562,269029,-503.5601196,275968,-516.0881348,312917,-528.7418213,362136,-541.541626,375060,-554.3764648,417350,-567.3181152,467723,-580.3737183,510525,-593.5169067,550282,-606.7351074,595288,-620.0319214,679740,-633.4613647,725508,-646.9559937,783769,-660.5278931,929632,-674.2704468,1020185,-688.105957,1074838,-701.9936523,1196255,-715.9883423,1311100,-730.074707,1454906,-744.2651367,1561019,-758.526001,1763846,-772.9089966,1888619,-787.3603516,2124233
,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6948,-8.846209526,3653,-17.04951477,5273,-25.61986923,4348,-33.99734116,5329,-42.57826233,5176,-51.13005066,6120,-59.84936905,5840,-68.52185822,6664,-77.32633209,6709,-86.1375351,7534,-95.06471252,7311,-103.9618454,9972,-113.1693802,9050,-122.2798996,11049,-131.5899963,10502,-140.8493195,11168,-150.1701202,12547,-159.6073608,14152,-169.164978,16644,-178.8847809,17769,-188.6699982,19373,-198.541626,21491,-208.5170135,24872,-218.6385193,27042,-228.8436584,29403,-239.1325073,35463,-249.6087494,36497,-260.113739,37340,-270.641571,42212,-281.2920227,44021,-291.984436,52187,-302.8470154,60264,-313.8535156,61588,-324.8817444,68685,-336.019043,72005,-347.2035217,79386,-358.4855957,90428,-369.8979187,95883,-381.3688049,106768,-392.9472046,123341,-404.6699219,135721,-416.4882812,147978,-428.3930969,163227,-440.3959961,173579,-452.4603882,198417,-464.6585083,211888,-476.9223328,241783,-489.3181152,268412,-501.8183899,284211,-514.3758545,309671,-527.019104,357308,-539.805481,380219,-552.6539917,416452,-565.5935059,474962,-578.6644897,498201,-591.7832642,559876,-605.0187378,594512,-618.314209,673712,-631.7347412,728275,-645.2331543,781500,-658.802124,933334,-672.548645,1005684,-686.369812,1075497,-700.2581177,1216928,-714.2699585,1299533,-728.3474731,1451206,-742.5354004,1564153,-756.7982788,1782152,-771.1915894,1878197,-785.6373901,2118467
,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1219,-7.105786324,3611,-15.29752636,5286,-23.87034225,4242,-32.22313309,5630,-40.85899734,4978,-49.3717804,5641,-58.00959778,6353,-66.76628113,6527,-75.54998779,6689,-84.3582077,8050,-93.35163879,8137,-102.3558197,9002,-111.4610214,9024,-120.5686646,10251,-129.8038025,10954,-139.1052551,12043,-148.5014954,11816,-157.8787079,14480,-167.4592285,16524,-177.1717987,17844,-186.9612274,18903,-196.8083038,21313,-206.7753754,25762,-216.9320374,26196,-227.1053925,29695,-237.404129,35424,-247.8792725,34962,-258.3412781,39502,-268.9253845,41218,-279.552002,44144,-290.2472229,53489,-301.1344604,57208,-312.0888977,62886,-323.13797,68211,-334.2683411,70698,-345.4345093,86105,-356.797821,85586,-368.1550903,97715,-379.6448975,106688,-391.2225647,121508,-402.9302979,136419,-414.7537842,147184,-426.6532288,163285,-438.6564941,174568,-450.7265625,200870,-462.9369812,211790,-475.2003174,243607,-487.6036377,261488,-500.0777893,289808,-512.6547852,309769,-525.2983398,352702,-538.0717163,378051,-550.9144897,420550,-563.8638306,472949,-576.930603,500960,-590.0548706,555004,-603.2816162,591679,-616.5723267,677203,-629.9980469,728919,-643.4973755,782433,-657.0675659,930319,-670.8108521,1024983,-684.651062,1073107,-698.5371094,1212272,-712.545105,1291803,-726.6166382,1441176,-740.7976074,1585638,-755.0740967,1776219,-769.4641113,1873968,-783.9076538,2120261
,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,-5.446737289,3059,-13.47258091,6127,-22.19304276,4042,-30.49753761,5549,-39.11891174,4851,-47.60585022,5735,-56.26019287,6147,-64.98390961,6215,-73.71862793,7577,-82.65150452,7914,-91.62789154,8034,-100.6193314,8936,-109.7171783,9123,-118.8357315,10252,-128.0709534,11158,-137.3908691,11462,-146.7376556,12060,-156.1352997,14637,-165.7266083,15709,-175.3885956,19423,-185.2628021,18280,-195.0763702,21582,-205.0559845,25238,-215.1920929,25434,-225.3359375,31666,-235.6989441,34680,-246.1528625,33798,-256.5810242,40897,-267.1998291,41656,-277.8370361,42245,-288.4882812,55722,-299.4164124,54935,-310.3303223,65726,-321.423584,67597,-332.5448914,70250,-343.7047119,85685,-355.0631409,84112,-366.4030457,99499,-377.9109497,105236,-389.4749146,124757,-401.2090454,131728,-412.9975281,152940,-424.9353333,155210,-436.8878784,182338,-449.0014954,200023,-461.2076721,207519,-473.4506531,244852,-485.8590698,261230,-498.3322144,290613,-510.9119568,315323,-523.5733032,351266,-536.3425903,373486,-549.1732178,419201,-562.1193237,484535,-575.2102661,490945,-588.3143311,564015,-601.5571899,592388,-614.8491211,664180,-628.2554321,741472,-641.7718506,778234,-655.3366089,924825,-669.0739746,1028933,-682.9180298,1057557,-696.7894897,1230332,-710.8122559,1290911,-724.8831177,1439724,-739.0631104,1597282,-753.3469238,1773819,-767.7355957,1865507,-782.1746216,2105758
,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,-3.637586117,3732,-11.86228561,4837,-20.34633636,4787,-28.81999588,5075,-37.35207748,5072,-45.88356781,4958,-54.39232635,6912,-63.23334122,6225,-71.96967316,8231,-80.9853363,7087,-89.85135651,8769,-98.930336,7800,-107.8922119,10854,-117.1845016,10033,-126.3981323,10003,-135.6087646,11742,-144.9796906,12641,-154.4243927,14407,-163.9998627,16845,-173.7316742,16626,-183.4503937,19814,-193.3445435,21889,-203.3382874,24457,-213.4429626,27968,-223.681778,28819,-233.9505615,33946,-244.3830872,34127,-254.8209381,42829,-265.4859009,40419,-276.0929565,43253,-286.7677917,53827,-297.6613159,56159,-308.5972595,65902,-319.6931763,65312,-330.7801208,71265,-341.9542847,86293,-353.3197937,84232,-364.6611328,100298,-376.1770325,104856,-387.7373657,124072,-399.4659729,133082,-411.264679,151681,-423.1942139,159879,-435.1763916,174091,-447.2437134,200021,-459.4498901,215367,-471.7299805,240261,-484.1194763,263899,-496.6027832,291575,-509.1858215,309513,-521.8285522,345414,-534.5810547,380833,-547.4311523,420196,-560.3796387,482992,-573.4674072,490105,-586.5697632,561045,-599.807312,585438,-613.0874023,679670,-626.5167847,735645,-640.0252686,780882,-653.5934448,929710,-667.3360596,1019254,-681.1706543,1068637,-695.0525513,1217412,-709.0648193,1294372,-723.1383667,1438910,-737.317749,1598445,-751.6022949,1778530,-765.9935913,1860286,-780.4298096,2118206
,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.098612309,8726,-10.17267418,4704,-18.6288414,4370,-27.01136017,5376,-35.60105896,5223,-44.16188812,5729,-52.81518555,6348,-61.57107925,6485,-70.34832764,7678,-79.29444122,6809,-88.12043762,7957,-97.10224915,9152,-106.2239761,9262,-115.3576508,9968,-124.5647888,10513,-133.8251648,12310,-143.2433319,12343,-152.6641693,13367,-162.1647186,17640,-171.9426422,18737,-181.780899,17250,-191.5364685,22925,-201.5764465,23866,-211.656662,28038,-221.8979797,29901,-232.2036285,33809,-242.6321106,33987,-253.0658417,41315,-263.6948242,41345,-274.3245239,45206,-285.0435181,51257,-295.8881226,57961,-306.8556519,65911,-317.9517212,67262,-329.0680847,68649,-340.204834,87301,-351.5819397,83520,-362.9147949,103598,-374.4630737,103522,-386.0106201,119330,-397.7002563,133941,-409.5054016,153717,-421.4482727,159117,-433.4256592,172753,-445.4852905,204602,-457.7141113,211338,-469.9753113,240010,-482.363739,263453,-494.8453674,295409,-507.4414978,308337,-520.0804443,350177,-532.8466187,375972,-545.6838989,424871,-558.6434326,485448,-571.7362671,486139,-584.8305054,562481,-598.0706177,575065,-611.3328857,689672,-624.7768555,729424,-638.2768555,788656,-651.8549194,918695,-665.5856323,1020091,-679.4210205,1065507,-693.2999878,1232945,-707.3248901,1279979,-721.3872681,1437689,-735.5657959,1615092,-749.8607178,1781103,-764.253479,1846832,-778.6824341,2113313
,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4156,-8.332308769,4770,-16.80241013,4735,-25.26514816,4754,-33.73188782,5169,-42.28232193,5876,-50.96095276,6676,-59.76722717,6664,-68.57170105,7236,-77.45852661,6744,-86.27493286,8215,-95.28865051,9180,-104.4134369,9993,-113.6230774,9264,-122.7569656,12070,-132.1554413,11005,-141.4615479,13016,-150.9354858,13898,-160.4749908,15669,-170.1344299,18917,-179.9822388,18693,-189.8181458,21434,-199.7908783,25460,-209.9357452,27484,-220.1571045,28830,-230.4262695,32648,-240.819809,35692,-251.3024902,40742,-261.917511,43172,-272.5904541,44982,-283.3044739,50572,-294.1356201,57994,-305.1037292,64233,-316.1740112,68145,-327.3034058,70101,-338.4610901,87476,-349.84021,83124,-361.1683044,101784,-372.6989136,104393,-384.2548218,118259,-395.9354553,137643,-407.7678833,153583,-419.7098694,154501,-431.6578369,172462,-443.7157593,212498,-455.9824524,208156,-468.2284851,236747,-480.603241,268546,-493.1040039,293808,-505.6946716,305882,-518.3256226,350183,-531.0918579,378855,-543.9367676,422934,-556.8917236,483435,-569.9804077,478727,-583.0592651,567686,-596.3085938,583474,-609.5853271,688353,-623.0274048,724847,-636.5211182,789343,-650.1000977,914142,-663.8258667,1022594,-677.6636963,1065529,-691.5426636,1226818,-705.5626221,1293479,-719.635498,1431766,-733.8099365,1624132,-748.1104126,1764329,-762.4937134,1870406,-776.9353638,2106615
,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,746,-6.61472559,4136,-14.94220924,4826,-23.42398262,5639,-32.06144333,4835,-40.54508209,5341,-49.12825012,6498,-57.90750122,7170,-66.78516388,6699,-75.59487915,7087,-84.46089935,8946,-93.55986023,9443,-102.7128906,9241,-111.8442993,9654,-121.0194244,11597,-130.3779297,11267,-139.7075653,12901,-149.1726227,13343,-158.6713715,16620,-168.38974,17883,-178.1813507,19211,-188.0445862,21298,-198.0109558,24882,-208.1328583,29437,-218.4228668,26569,-228.6103668,34510,-239.0593719,36070,-249.5525818,39946,-260.1478577,44161,-270.8434448,45975,-281.5792847,49416,-292.3873291,58065,-303.3566589,64948,-314.4379883,66087,-325.5367126,71145,-336.709198,82497,-348.0297241,88677,-359.4224854,100120,-370.936615,101344,-382.4628906,122306,-394.1771851,135391,-405.993103,154607,-417.9417419,156419,-429.9020386,174101,-441.9694214,205454,-454.2023926,217716,-466.4933472,230208,-478.8400879,266710,-491.3340149,294606,-503.9273987,311002,-516.5749512,346605,-529.3308716,378969,-542.1760864,425535,-555.137207,483087,-568.2251587,477294,-581.3010254,562035,-594.5403442,589009,-607.8265381,684040,-621.2623291,729828,-634.7628784,795733,-648.3499146,902640,-662.0629883,1015243,-675.8936157,1073322,-689.7799072,1217464,-703.7921753,1300529,-717.8704834,1431689,-732.0448608,1633806,-746.3512573,1763347,-760.7340088,1866354,-775.1735229,2101443
,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,-4.795790672,4536,-13.21559143,5572,-21.84110069,4727,-30.30214691,4756,-38.76931,5771,-47.42990875,5796,-56.09483337,7412,-65.00569153,6993,-73.85835266,7402,-82.76786041,8577,-91.8246994,8727,-100.89888,9212,-110.0271454,10190,-119.2563095,11826,-128.6343689,10845,-137.925827,13533,-147.4387207,13330,-156.9364929,15803,-166.6044464,18104,-176.4083405,19646,-186.2939758,21362,-196.2633514,24384,-206.365036,28094,-216.6083527,27911,-226.8451233,35993,-237.3361969,36182,-247.8325195,38660,-258.3950806,42346,-269.0487061,46362,-279.7929382,50253,-290.6177673,58886,-301.6011353,65164,-312.685791,64948,-323.7671204,70997,-334.9375,83641,-346.2717896,90730,-357.687439,99258,-369.1929321,98147,-380.6871643,125013,-392.4233398,137669,-404.2559509,154068,-416.2011108,148025,-428.1062622,181208,-440.2136536,202364,-452.431488,220427,-464.7348022,229244,-477.0773315,267270,-489.5733337,292715,-502.1602783,312486,-514.8126221,343977,-527.5609741,374124,-540.3933105,426103,-553.3557739,486963,-566.4517212,477488,-579.5280151,567957,-592.777832,579219,-606.0472412,690532,-619.4924316,733703,-632.998291,797194,-646.5871582,892365,-660.2888184,1022876,-674.1269531,1071231,-688.0112915,1208496,-702.0161743,1296002,-716.0909424,1443686,-730.2736816,1650395,-744.59021,1750890,-758.9658203,1859213,-773.4014893,2105481
,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,-3.367295742,3293,-11.46685028,5205,-20.02422523,4928,-28.52691269,4679,-36.97775269,6114,-45.6960907,6765,-54.51560974,6448,-63.28713608,6264,-72.02970886,7815,-80.99350739,8108,-89.99411011,9717,-99.1757431,8782,-108.2562027,10141,-117.480545,11746,-126.8518143,10136,-136.0756683,14755,-145.6750031,12402,-155.1006165,16367,-164.8036346,17644,-174.5817871,21858,-184.5741119,20918,-194.5224762,24076,-204.6114502,27477,-214.83255,28452,-225.0885315,35897,-235.5769348,34948,-246.0385437,38905,-256.6074219,41449,-267.2396545,49105,-278.0413818,49081,-288.8426208,58462,-299.8187561,62764,-310.8659058,66706,-321.9739685,74057,-333.186554,81490,-344.4947815,90404,-355.9068298,98528,-367.4049377,101171,-378.9295044,121720,-390.6389771,139060,-402.4816284,151410,-414.4093628,152873,-426.3467407,182110,-438.4591064,203532,-450.6826782,213114,-462.9522705,232526,-475.309021,257197,-487.7666321,299219,-500.3755493,316047,-513.0391846,343204,-525.7852783,376360,-538.6235962,420509,-551.5728149,493154,-564.6813965,477763,-577.7582397,561601,-590.9967651,583489,-604.2735596,688193,-617.7153931,731217,-631.2178345,797475,-644.8070679,898948,-658.5160522,1000526,-672.3320923,1095473,-686.2387695,1200310,-700.2368774,1306850,-714.3200073,1432957,-728.4952393,1660673,-742.8179932,1735430,-757.1847534,1869110,-771.6257324,2089161
,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1.791759491,2292,-9.528940201,5373,-18.11808205,5501,-26.7307663,4802,-35.20755386,6023,-43.9108963,5924,-52.59766388,6217,-61.33270645,7539,-70.26055145,7772,-79.21883392,8821,-88.3037262,7822,-97.26842499,9754,-106.4538574,10900,-115.7503738,10899,-125.0467987,12062,-134.4446106,11153,-143.7640686,14743,-153.3625946,16383,-163.0665894,15828,-172.7361298,20998,-182.6883087,23710,-192.7619629,24191,-202.8556976,26568,-213.0431671,28059,-223.2852325,34908,-233.745697,36282,-244.2447815,38215,-254.7957611,43448,-265.4750671,48465,-276.2636719,49065,-287.0645752,56865,-298.0130005,63499,-309.0717773,69606,-320.2223816,70881,-331.3911438,82206,-342.7081299,89616,-354.1114197,102001,-365.644165,98922,-377.1462402,119216,-388.8349304,142909,-400.704895,149673,-412.6210938,155907,-424.5780945,179969,-436.6786499,199219,-448.8807983,217625,-461.1713257,230402,-473.5189209,258747,-485.9825134,301965,-498.6005859,314281,-511.2586365,341450,-523.9995728,373227,-536.8295288,430995,-549.8034058,478333,-562.8814697,480119,-575.9632568,563075,-589.2044067,586953,-602.4871216,688755,-615.9297485,738260,-629.4417725,784919,-643.0151367,909322,-656.7355957,999579,-670.5506592,1091682,-684.4539185,1197586,-698.449707,1315193,-712.5391846,1422038,-726.7067871,1665802,-741.0325928,1744733,-755.4047241,1861191,-769.8414307,2097537
,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2820,-7.94449234,4560,-16.36956978,5589,-24.99812508,4415,-33.39088821,5972,-42.08572388,6180,-50.81479645,6132,-59.53607178,7145,-68.41024017,7650,-77.35269928,8786,-86.43361664,8267,-95.4536438,10581,-104.720459,9956,-113.9263916,10957,-123.2281265,11648,-132.5910187,11748,-141.9624634,14544,-151.5473938,17178,-161.2987823,16287,-170.9969025,20091,-180.9049377,22391,-190.9213562,23559,-200.9886169,29128,-211.2680664,28159,-221.5136871,35687,-231.9962311,34487,-242.4445648,39236,-253.0219116,42132,-263.6704712,48490,-274.4595947,49274,-285.26474,60661,-296.2778015,60936,-307.2953796,67296,-318.4122314,73087,-329.6116333,82214,-340.9287109,92897,-352.3679504,94397,-363.8232117,103915,-375.3745422,117080,-387.045166,145340,-398.9320068,149097,-410.8443604,155177,-422.7966919,178233,-434.8875427,199466,-447.0909424,213562,-459.3626099,233736,-471.7245483,261016,-484.1968994,296602,-496.7970581,319043,-509.4701538,338054,-522.2011108,378826,-535.0459595,424288,-548.0041504,482783,-561.0914917,483066,-574.1793823,543669,-587.385498,597005,-600.6851807,693055,-614.1340332,735628,-627.6425171,792224,-641.2250977,907890,-654.9439697,983510,-668.7428589,1123626,-682.6749268,1179611,-696.6556396,1305220,-710.7375488,1447267,-724.9227295,1655550,-739.2423706,1729724,-753.605835,1874034,-768.0494385,2082593
,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,-5.840641499,5632,-14.47686195,5056,-23.0051918,5526,-31.62241173,5609,-40.25453949,6694,-49.06350708,5142,-57.60870361,8538,-66.66098785,7771,-75.61914062,9376,-84.76504517,8068,-93.76070404,9274,-102.8956757,11436,-112.2401962,9710,-121.4211121,12311,-130.8393555,11926,-140.2258301,13078,-149.7045135,17869,-159.4953308,16413,-169.2011566,18704,-179.0376434,24750,-189.1542206,23668,-199.2261047,27015,-209.4302521,31338,-219.7828369,32103,-230.1595459,36311,-240.6594238,37774,-251.1988068,43592,-261.8814392,49204,-272.6851807,48195,-283.4682007,59318,-294.4588623,62047,-305.4945068,65665,-316.5868225,74165,-327.8008728,82959,-339.1269836,88369,-350.5162659,99085,-362.019989,105784,-373.5891418,113668,-385.2301636,146559,-397.1253357,149029,-409.0372314,154520,-420.985321,175243,-433.0592651,202864,-445.279541,210197,-457.5353394,234922,-469.9023438,265239,-482.3907166,300899,-495.005249,315873,-507.668335,335158,-520.390686,376008,-533.2280273,428840,-546.1968384,479236,-559.2767944,478072,-572.3543091,553295,-585.5779419,600923,-598.8841553,690962,-612.3300171,735198,-625.8378906,790152,-639.4178467,911232,-653.1403809,985200,-666.940979,1116573,-680.8667603,1183510,-694.850769,1309731,-708.9360962,1439461,-723.1158447,1664789,-737.44104,1719454,-751.798584,1882575,-766.2467041,2093798
,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,-4.382026672,4342,-12.75811672,5026,-21.2804966,4644,-29.72382736,6336,-38.47782898,6331,-47.23104095,5968,-55.92520905,6988,-64.77716064,8141,-73.78182983,8872,-82.8724823,8093,-91.87123871,10180,-101.0994186,10659,-110.3735809,10506,-119.6332855,11706,-129.0011444,11999,-138.3937225,13319,-147.8906708,17827,-157.6791382,16412,-167.384903,19248,-177.250061,23839,-187.3291321,25425,-197.4726257,25440,-207.6166992,30951,-217.9568634,33076,-228.3634338,36073,-238.8567352,37751,-249.3955078,44054,-260.0886841,47924,-270.8660583,48866,-281.6629028,56083,-292.5975037,64028,-303.6645813,67172,-314.7796021,76205,-326.0207825,79492,-337.3041992,89681,-348.7082214,98995,-360.2110596,109001,-371.8101807,111612,-383.4329529,143997,-395.3104858,147066,-407.209137,157708,-419.1776428,172164,-431.2338562,206898,-443.4738464,207979,-455.7190247,236573,-468.0930481,264485,-480.5785828,301202,-493.1941223,310892,-505.8413086,345483,-518.5939941,369480,-531.4138184,431542,-544.388916,472890,-557.4555054,486574,-570.5506592,543374,-583.7562256,601894,-597.0640869,692020,-610.5114746,733715,-624.017334,806082,-637.6172485,902453,-651.3301392,980505,-665.1259766,1128484,-679.0623779,1173134,-693.0375977,1304156,-707.1186523,1443077,-721.3009644,1660302,-735.6234741,1736644,-749.9909668,1872019,-764.4334717,2093854
